03.027.06	3	Они приготовили этого Агни для помощи.
03.027.07	1	Хотар, бессмертный бог,
03.027.07	2	Он идет впереди благодаря (своей) чудесной силе,
03.027.07	3	Приводя в возбуждение места жертвенных раздач.
03.027.08	1	Скакуна, приносящего награды, помещают среди наград;
03.027.08	2	Его ведут впереди во время обрядов,
03.027.08	3	(Его,) вдохновенного, приводящего жертву к цели.
03.027.09	1	Достойный избрания был создан молитвой.
03.027.09	2	Он воспринял зародыша (всех) существ –
03.027.09	3	Отца Дакши в непрерывной череде.
03.027.10	1	Я устроил тебя, достойного избрания,
03.027.10	2	(Отца) Дакши, о ты, созданный силой с помощью возлияния,
03.027.10	3	О Агни, (тебя,) прекрасно сверкающего Ушиджа.
03.027.11	1	Агни, правящего (конями), пересекающего воды,
03.027.11	2	Ревностные поклонники, вдохновенные, зажигают
03.027.11	3	С помощью наград, чтобы пустить в ход закон.
03.027.12	1	Отпрыска подкрепления, ярко сверкающего
03.027.12	2	Во время обряда до (самого) неба,
03.027.12	3	Агни я призываю, наделенного силой духа поэта.
03.027.13	1	Достойный призывов, достойный поклонений,
03.027.13	2	Видимый сквозь мрак
03.027.13	3	Воспламеняется Агни-бык.
03.027.14	1	Бык-Агни воспламеняется,
03.027.14	2	(Он,) словно конь, везущий богов.
03.027.14	3	(Люди) с жертвенными возлияниями призывают его.
03.027.15	1	Тебя, быка, мы, быки,
03.027.15	2	О бык, хотим зажечь,
03.027.15	3	О Агни, (тебя) сверкающего высоко!
03.028.01	1	О Агни, наслаждайся нашим возлиянием,
03.028.01	2	Рисовой лепешкой, о Джатаведас,
03.028.01	3	На утреннем выжимании (сомы), о одетый поэтической мыслью!
03.028.02	1	Испеклась, о Агни, рисовая лепешка,
03.028.02	2	Или, вернее, для тебя она приготовлена.
03.028.02	3	Наслаждайся ею, о самый юный!
03.028.03	1	О Агни, одобри рисовую лепешку,
03.028.03	2	Политую (сомой,) бродящим вторые сутки!
03.028.03	3	Ты, о сын силы, поставлен при обряде.
03.028.04	1	На полуденном выжимании сомы, о Джатаведас,
03.028.04	2	Наслаждайся здесь рисовой лепешкой, о поэт!
03.028.04	3	О Агни, долю, положенную тебе, самому юному,
03.028.04	4	Мудрые не уменьшают на местах жертвенных раздач.
03.028.05	1	О Агни, раз на третьем выжимании (сомы) тебе понравилась.
03.028.05	2	О сын силы, рисовая лепешка, политая (сомой),
03.028.05	3	То с помощью чуда помести среди богов обряд,
03.028.05	4	Приносящий сокровища, бодрствующий среди бессмертных!
03.028.06	1	О Агни, подкрепляясь, наслаждайся
03.028.06	2	Возлиянием, рисовой лепешкой,
03.028.06	3	Сопровождаемый позавчерашним (сомой), о Джатаведас!
03.029.01	1	Есть эта основа для трения,
03.029.01	2	Есть уд, готовый к зачатию.
03.029.01	3	Приведи эту жену главы рода!
03.029.01	4	Мы хотим добывать трением Агни, как прежде.
03.029.02	1	Джатаведас вложен в два куска дерева для трения,
03.029.02	2	Прекрасно помещен, словно зародыш в беременных.
03.029.02	3	День за днем должны призывать Агни
03.029.02	4	Рано встающие люди, имеющие жертвенные возлияния.
03.029.03	1	Вставь умело в растянутую!
03.029.03	2	Покрытая тотчас же родила быка.
03.029.03	3	С алой макушкой – светел его облик –
03.029.03	4	Родился сын Иды в отмеченное время.
03.029.04	1	О Джатаведас, мы устраиваем
03.029.04	2	Тебя на месте Иды,
03.029.04	3	На пупе земли,
03.029.04	4	О Агни, чтобы ты увез жертву.
03.029.05	1	Добывайте трением, о мужи, поэта недвуличного,
03.029.05	2	Прозорливца бессмертного, прекрасноликого,
03.029.05	3	Знамя жертвы, первого с самого начала –
03.029.05	4	Агни, о мужи, порождайте дружелюбного!
03.029.06	1	Если они руками добывают (его) трением, он ярко вспыхивает.
03.029.06	2	В кусках дерева, словно конь, приносящий награду, алый.
03.029.06	3	Безудержный, как яркая (колесница) Ашвинов в движении,
03.029.06	4	Щадит он (только) камни, сжигая травы.
03.029.07	1	(Едва) родившись, Агни сверкает, притягивая к себе взоры,
03.029.07	2	Завоевывающий награды, вдохновенный, прославленный поэтами, с прекрасными дарами,
03.029.07	3	Кого боги поставили как призванного, всезнающего,
03.029.07	4	Увозящего жертву на жертвоприношениях.
03.029.08	1	Сядь, хотар, на свое место, умелый!
03.029.08	2	Усади жертву в лоно доброго деяния!
03.029.08	3	Приглашая богов, ты должен жертвовать богам возлияние.
03.029.08	4	О Агни, положи жертвователю высокую жизненную силу!
03.029.09	1	Создайте сильный дым, друзья!
03.029.09	2	Невредимыми идите к награде!
03.029.09	3	Вот Агни, победитель в боях, очень мужественный,
03.029.09	4	С чьей помощью боги одолели дасью.
03.029.10	1	Вот твое своевременное лоно,
03.029.10	2	Откуда родившись, ты засверкал.
03.029.10	3	Зная его, усядься, о Агни,
03.029.10	4	И вдохновляй нашу песнь!
03.029.11	1	Танунапат – зовется отпрыск Асуров;
03.029.11	2	Нарашансой становится он, когда рождается;
03.029.11	3	Матаришваном – когда сформировался в матери;
03.029.11	4	Порывом ветра он стал в (своей) стремительности.
03.029.12	1	Прекрасным трением вытерт наружу,
03.029.12	2	Прекрасным водворением водворен поэт.
03.029.12	3	О Агни, создай прекрасные обряды!
03.029.12	4	Принеси жертву богам для почитающего богов!
03.029.13	1	Смертные породили бессмертного,
03.029.13	2	Безошибочного, пересекающего (опасности), с крепкой челюстью.
03.029.13	3	Десять девиц-сестер вместе
03.029.13	4	Охватывают новорожденного мужа.
03.029.14	1	Окруженный семью хотарами, сверкал он издревле,
03.029.14	2	Когда в лоне матери пламенел у ее вымени.
03.029.14	3	День за днем не смыкает глаз очень радостный,
03.029.14	4	С тех пор как родился из чрева Асуры.
03.029.15	1	Бьющиеся с недругами как передовой отряд Марутов,
03.029.15	2	Перворожденные ведают все в священной речи.
03.029.15	3	Люди из рода Кушики привели в движение сверкающую священную речь.
03.029.15	4	Они зажгли Агни: каждый в своем доме.
03.029.16	1	Раз мы сегодня во время этого начинающегося жертвоприношения
03.029.16	2	Выбрали здесь тебя, о опытный хотар, –
03.029.16	3	Ты основательно приносил жертвы и основательно трудился –
03.029.16	4	Приди на (питье) сомы, зная подобно сведущему путь!
03.030.01	1	Ищут тебя друзья, занятые сомой.
03.030.01	2	Они выжимают сому. Они готовят жертвенные услады.
03.030.01	3	Они отвращают проклятья людей.
03.030.01	4	О Индра, от тебя (бы) хоть какой-нибудь знак!
03.030.02	1	Недалеки для тебя даже отдаленные пространства:
03.030.02	2	Приезжай же, о обладатель буланых коней, на паре буланых коней!
03.030.02	3	Для крепкого быка сделаны эти выжимания (сомы),
03.030.02	4	Запряжены давильные камни при зажженном огне.
03.030.03	1	Индра прекрасногубый, щедрый, пересекающий (опасности),
03.030.03	2	С великим войском, решительный в деле (?), неистовый...
03.030.03	3	Что учинил ты, грозный, среди смертных, будучи загнанным,
03.030.03	4	Где (были) эти твои мужественные подвиги (тогда), о бык?
03.030.04	1	Ведь это ты, сотрясая несотрясаемое,
03.030.04	2	Бродишь один, убивая врагов.
03.030.04	3	По твоему завету стоят, как вкопанные,
03.030.04	4	Небо и земля (и) горы.
03.030.05	1	И в бесстрашии, о многопризываемый, один со (своею) славой.
03.030.05	2	Ты говорил решительно, будучи убийцей врагов.
03.030.05	3	Даже эти две безграничные половины вселенной, о Индра,
03.030.05	4	Для тебя только пригоршня, о щедрый, когда ты схватил (их).
03.030.06	1	(Пусть помчится) стремительно вперед твоя (колесница), о Индра, с парой буланых коней,
03.030.06	2	Пусть двинется вперед твоя ваджра, сокрушая врагов!
03.030.06	3	Убей (тех,) кто идет навстречу, идет следом, идет прочь!
03.030.06	4	Сделай все истинным! Да будет (все) спокойно!
03.030.07	1	(Если) какому смертному ты дал удовлетворение пищей (?),
03.030.07	2	Он получает долю в неразделенном еще домашнем имуществе.
03.030.07	3	О Индра, твое благоволение приносит счастье, оно полно жира.
03.030.07	4	(Твоя) щедрость, о многопризываемый, приносит тысячи даров!
03.030.08	1	О многопризываемый, ты раздавил живущего
03.030.08	2	Вместе с Дану безрукого Кунару, о Индра.
03.030.08	3	Вритру разрастающегося, злобного,
03.030.08	4	Безногого ты убил мощной (дубиной), о Индра.
03.030.09	1	Ты усадил на место, о Индра, обильную,
03.030.09	2	Подвижную, великую, бескрайнюю землю.
03.030.09	3	(Этот) бык укрепил небо, воздушное пространство,
03.030.09	4	Да потекут сюда воды, тобою пробужденные к жизни!
03.030.10	1	Вала, которого не пробуравить, (этот) загон для скота,
03.030.10	2	Боясь, открылся (сам) до (твоего) удара.
03.030.10	3	Он сделал пути легкопроходимыми, чтобы выгнать коров.
03.030.10	4	Сильно поддержали (тебя,) многопризываемого, трубящие голоса (Марутов).
03.030.11	1	Индра один заполнил две богатые добром
03.030.11	2	Соединенные (половины) вселенной: землю и небо.
03.030.11	3	А из воздушного пространства нам для битвы
03.030.11	4	Пусть привезешь ты как колесничий объединенные награды, о герой!
03.030.12	1	Солнце не меняет предписанных сторон света,
03.030.12	2	Порожденных день за днем обладателем буланых коней.
03.030.12	3	Только после того, как оно достигло конца (своих) путей,
03.030.12	4	Оно распрягает коней – такова его (работа).
03.030.13	1	При выходе Ушас из ночи (все) хотят видеть
03.030.13	2	Великий, яркий облик зажигающейся (зари).
03.030.13	3	Все знают, когда она явилась со (своим) величием.
03.030.13	4	Многие деяния Индры благотворны.
03.030.14	1	Великий свет сокрыт в вымени (Ушас):
03.030.14	2	Сырая корова бродит, нося вареное (молоко).
03.030.14	3	Весь вкус был собран в корове (-утренней заре),
03.030.14	4	Когда Индра предназначил ее для наслаждения (человека).
03.030.15	1	О Индра, будь тверд! Дорожные лари (?) готовы.
03.030.15	2	Помоги с жертвой певцу и (его) друзьям!
03.030.15	3	Обладающие колдовской силой смертные, чинящие зло,
03.030.15	4	Мошенники с колчанами должны быть убиты!
03.030.16	1	Повсюду слышится гул близких врагов.
03.030.16	2	Порази их самым раскаленным камнем!
03.030.16	3	Расщепи их сверху вниз! Расколи! Одолей!
03.030.16	4	Убей ракшаса, о щедрый! Отдай (нам) во власть!
03.030.17	1	Вырви ракшаса с корнем, о Индра!
03.030.17	2	Расщепи середину! Отломи верхушку!
03.030.17	3	До каких пор ты пребывал в нерешительности?
03.030.17	4	Метни раскаленный дротик в ненавистника молитвы!
03.030.18	1	Если на счастье со (своими) конями, приносящими награду, о вождь,
03.030.18	2	Ты завладеешь великой, обильной освежающей пищей,
03.030.18	3	Пусть (и) мы станем добытчиками обильного богатства!
03.030.18	4	Да будет нам доля, о Индра, связанная с потомством!
03.030.19	1	Принеси нам, о Индра, сверкающую долю!
03.030.19	2	Мы хотим оказаться в избытке твоего дара!
03.030.19	3	Наше желание простерлось, словно море!
03.030.19	4	Удовлетвори его, о господин благ!
03.030.20	1	Порадуй это желание коровами, конями,
03.030.20	2	Подношением из золота, и (еще) распространи (его)!
03.030.20	3	Стремясь к солнечному свету, вдохновенные люди из рода Кушики
03.030.20	4	(Своими) молитвами тебе, Индра, создали средство для езды.
03.030.21	1	Проломи для нас загоны для коров, о господин коров, (выгони) коров!
03.030.21	2	Да стекутся для нас выигрыши, награды!
03.030.21	3	Ты – небожитель, о бык, чье неистовство истинно.
03.030.21	4	Будь нам хорошим дарителем коров, о щедрый!
03.030.22	1	Мы хотим призывать на счастье щедрого Индру,
03.030.22	2	Самого мужественного, для захвата добычи в этой битве,
03.030.22	3	(Бога,) слышащего (нас), грозного-для поддержки в сражениях,
03.030.22	4	Убивающего врагов, завоевывающего награды!
03.031.01	1	Повелевая, возница (жертвы) отправился к внучке (со стороны) дочери,
03.031.01	2	(Он,) знаток, почитающий соблюдение закона,
03.031.01	3	Когда отец, стараясь излить (семя) дочери,
03.031.01	4	Кинулся со (своим) могучим духом.
03.031.02	1	Родной сын не оставил сестре наследства,
03.031.02	2	Он сделал (ее) чрево кладовой захватчика.
03.031.02	3	Когда матери порождают возницу (жертвы),
03.031.02	4	Один из двоих благодетелей – деятель, другой – извлекающий выгоды.
03.031.03	1	Агни был рожден как (бог,) трепещущий языком,
03.031.03	2	Чтобы почтить сыновей великого алого.
03.031.03	3	Велик зародыш, велико рождение среди них,
03.031.03	4	Велико взращивание обладателя буланых коней жертвами.
03.031.04	1	Победоносные примкнули к борющемуся,
03.031.04	2	Они отыскали во мраке великое светило.
03.031.04	3	Узнавая его, утренние зори вышли (ему) навстречу.
03.031.04	4	Индра стал единственным господином коров.
03.031.05	1	Мудрые пробились к находящимся в твердыне (коровам).
03.031.05	2	Семеро вдохновенных, о мыслью, устремленной вперед, погоняли (коров).
03.031.05	3	Они находили любой путь закона.
03.031.05	4	Понимающий же вошел в них с поклонением.
03.031.06	1	Когда Сарама нашла пролом в скале,
03.031.06	2	Она сделала великое древнее защищенное место направленным на одну цель.
03.031.06	3	Прекрасноногая повела главу коров.
03.031.06	4	Знающая, она первой отправилась на зов.
03.031.07	1	И пошел самый вдохновенный, настраиваясь как друг.
03.031.07	2	Скала сделала (свой) плод зрелым для совершающего благое деяние.
03.031.07	3	Юный муж добился (своей цели) вместе с юношами, настраиваясь воинственно,
03.031.07	4	Тут сразу же возник воспевающий Ангирас.
03.031.08	1	Образец для каждого существа, находящийся впереди (всех),
03.031.08	2	Он знает все поколения, он убивает Шушну.
03.031.08	3	Пролагатель пути неба, жаждущий захватить (коров), распевая (шел) впереди для нас.
03.031.08	4	Друг избавил друзей от поношения.
03.031.09	1	С душой, жаждущей захватить коров, они уселись под песнопения,
03.031.09	2	Создавая себе путь к бессмертию.
03.031.09	3	Это самое сидение и сейчас часто (бывает) у них –
03.031.09	4	Закон, с помощью которого (долгие) месяцы они хотели добыть (коров).
03.031.10	1	Оглядывая (коров), они обрадовались (своей) собственности,
03.031.10	2	Доя молоко древнего семени.
03.031.10	3	Их рев раскалил обе половины вселенной,
03.031.10	4	(Когда) они распределились среди молодняка, (распределили) мужей среди коров.
03.031.11	1	Этот убийца Вритры, этот самый Индра выпустил с помощью песнопений
03.031.11	2	Коров (-утренние зори) вместе с молодняком, вместе с жертвенными возлияниями.
03.031.11	3	Широко шагающая домашняя корова, несущая для него
03.031.11	4	(Молоко,) полное жира, доится медовой сладостью.
03.031.12	1	Ему, отцу, они приготовили сидение:
03.031.12	2	Ведь они, благодетели, обнаружили великое блистающее (сидение).
03.031.12	3	Они укрепили креплением обеих родительниц,
03.031.12	4	Сидя, они воздвигли кверху неукротимого.
03.031.13	1	Когда великая Дхишана, чтобы столкнуть (Вритру), поставила
03.031.13	2	(Того,) кто вырос за один день, распространился среди двух миров,
03.031.13	3	На ком сходятся безупречные песни,
03.031.13	4	Все силы были предоставлены Индре.
03.031.14	1	Я хочу твоей великой дружбы, (твоих) услуг.
03.031.14	2	Многие упряжки движутся к убийце Вритры.
03.031.14	3	Велико восхваление. Мы достигли поддержки покровителя.
03.031.14	4	Будь же по-настоящему нашим хранителем, о щедрый!
03.031.15	1	Добывший огромную местность, много золота,
03.031.15	2	Он еще пригнал для друзей движимое имущество.
03.031.15	3	Индра вместе с мужами породил, сверкая,
03.031.15	4	Одновременно солнце, утреннюю зарю, свободный путь, огонь.
03.031.16	1	И растекающиеся воды этот друг дома
03.031.16	2	Направил к одной цели, переливающиеся всеми цветами,
03.031.16	3	Сладкие, очищаемые духовными цедилками.
03.031.16	4	Мчась дни и ночи, они (вс?) приводят в движение.
03.031.17	1	Две кладовые добра: черная (ночь и утренняя заря) следуют (за тобой).
03.031.17	2	Благодаря щедрости солнца, обе достойные жертв,
03.031.17	3	В то время как друзья твои, о Индра, мощные, рвущиеся вперед,
03.031.17	4	О(кружают) (твое) величие, чтобы привлечь к себе.
03.031.18	1	О убийца Вритры, будь господином прекрасных даров,
03.031.18	2	(Будь) весь век быком – оплодотворителем хвалебных песен!
03.031.18	3	Приди к нам с добрыми дружескими услугами,
03.031.18	4	Великий, с великими поддержками спешащий!
03.031.19	1	Подобно Ангирасам, почитая его с поклонением,
03.031.19	2	Я делаю для древнего давно рожденную (песню) новой.
03.031.19	3	Преодолей многие безбожные обманы
03.031.19	4	И дай нам, о щедрый, захватить солнце!
03.031.20	1	Простершиеся туманы стали прозрачными:
03.031.20	2	Благополучно переправь нас на ту сторону их!
03.031.20	3	О Индра, ты, колесничий, сохрани нас от повреждения!
03.031.20	4	Как можно скорей сделай нас захватчиками коров!
03.031.21	1	Убийца Вритры как господин коров указал коров.
03.031.21	2	Он вытеснил черных с помощью алых существ.
03.031.21	3	Указуя прекрасные дары согласно закону,
03.031.21	4	Он открыл все свои врата.
03.031.22	1	Мы хотим призывать на счастье щедрого Индру,
03.031.22	2	Самого мужественного, для захвата добычи в этой битве,
03.031.22	3	(Бога,) слышащего (нас), грозного-для поддержки в сражениях,
03.031.22	4	Убивающего врагов, завоевывающего награды!
03.032.01	1	О Индра – господин сомы, пей этого сому,
03.032.01	2	Полуденное выжимание, которое мило тебе.
03.032.01	3	Почмокав губами, о щедрый (бог,) пьющий выжимки,
03.032.01	4	Распрягай пару буланых коней, опьяняйся здесь!
03.032.02	1	Пей, о Индра, смешанного с молоком, взболтанного (с ячменем)
03.032.02	2	(Или) чистого сому! Мы дали (его) тебе для опьянения.
03.032.02	3	Вместе с толпой Марутов, творящей молитвы,
03.032.02	4	Вместе с Рудрами вливай (его) в себя досыта!
03.032.03	1	Те, что увеличили твое неистовство, (твое) мужество, –
03.032.03	2	Маруты, воспевающие, о Индра, твою силу, –
03.032.03	3	О (ты,) с ваджрой в руке, на полуденном выжимании
03.032.03	4	Сопровождаемый толпой пей с Рудрами, о прекрасногубый!
03.032.04	1	Вот Маруты хорошенько потрясли его сладкий напиток, –
03.032.04	2	Те, (что) были толпой Индры,
03.032.04	3	По чьему побуждению он нашел уязвимое место
03.032.04	4	У Вритры, считавшего себя неуязвимым.
03.032.05	1	Подобно Манусу, о Индра, наслаждаясь выжиманием,
03.032.05	2	Пей сому для непрерывного (повторения) героического подвига!
03.032.05	3	Силой жертв повернись сюда, о обладатель буланых коней!
03.032.05	4	С помощью быстро текущих (Марутов) ты пускаешь течь воды, потоки.
03.032.06	1	Ведь, убив Вритру, ты выпустил воды,
03.032.06	2	Чтобы они мчались, как кони на скачках,
03.032.06	3	(Размозжив) подвижным смертоносным оружием, о Индра.
03.032.06	4	(Его,) лежащего, запрудившего кругом божественные (воды) безбожного, –
03.032.07	1	Вот мы и почитаем поклонением усилившегося Индру,
03.032.07	2	Высокого, выдающегося, нестареющего юношу, –
03.032.07	3	У него, достойного жертв, обе милые половины вселенной
03.032.07	4	Мерили величие (и) не измерили.
03.032.08	1	Прекрасно исполнены многочисленные деяния Индры.
03.032.08	2	Все боги не нарушают заветов того,
03.032.08	3	Кто держит землю и это небо.
03.032.08	4	(Он) породил солнце, утреннюю зарю, (бог,) с замечательными чудесами.
03.032.09	1	О не знающий обмана, истинно твое величие, (состоящее) в том
03.032.09	2	Что едва родившись, ты сразу стал пить сому.
03.032.09	3	Ни дни, о Индра, ни дни и ночи, ни месяцы,
03.032.09	4	Ни осени не сдерживали силы у тебя, могучего.
03.032.10	1	Ты сразу стал пить сому, едва родившись, о Индра,
03.032.10	2	Для опьянения на высшем небе.
03.032.10	3	Когда же ты проник в небо и на землю,
03.032.10	4	То стал ты первым кормильцем певцов.
03.032.11	1	Ты убил змея, лежащего вокруг потока,
03.032.11	2	Играющего силой, о рожденный силой, (ты,) который еще сильнее.
03.032.11	3	Не могло сравниться небо с твоим величием,
03.032.11	4	Когда одним бедром ты накрыл землю.
03.032.12	1	Ведь жертва была для тебя, о Индра, средством усиления,
03.032.12	2	И приятна тебе жертвенная пища из выжатого сомы.
03.032.12	3	Помогай жертве за жертвой, (ты,) что достоин жертв.
03.032.12	4	Жертва помогла твоей ваджре при убийстве змея.
03.032.13	1	Жертвой я привлек сюда Индру (с его) помощью.
03.032.13	2	Я хочу подвигнуть его на новую милость,
03.032.13	3	(Того,) кто усилился древними восхвалениями,
03.032.13	4	Кто средними, а также нынешними.
03.032.14	1	Если меня охватила Дхишана, (воз)родила (меня),
03.032.14	2	Я хочу восхвалять Индру до (того) решающего дня,
03.032.14	3	Чтобы он спас нас тогда от узости.
03.032.14	4	Обе (стороны) взывают к нему, как (стоящие на берегу) – к тому, кто едет на лодке.
03.032.15	1	Наполнена его чаша – Свага!
03.032.15	2	Словно водолей, я налил ведро для питья.
03.032.15	3	Приятные соки сомы все вместе повернули
03.032.15	4	Направо к Индре, чтобы он опьянялся.
03.032.16	1	Ни глубокая река, о многопризываемый,
03.032.16	2	Ни бывшие на пути горы не удержали тебя,
03.032.16	3	Когда так воодушевленный, о Индра, ради друзей
03.032.16	4	Ты проломил очень твердую пещеру с коровами.
03.032.17	1	Мы хотим призывать на счастье щедрого Индру,
03.032.17	2	Самого мужественного, для захвата добычи в этой битве,
03.032.17	3	(Бога,) слышащего (нас), грозного – для поддержки в сражениях,
03.032.17	4	Убивающего врагов, завоевывающего награды!
03.033.01	1	Из лона гор жадно спешат вперед,
03.033.01	2	Словно две отвязанные кобылицы, мчащиеся наперегонки,
03.033.01	3	Прекрасные, как две коровы, две матери, лижущие (своих телят),
03.033.01	4	Випаш и Шутудри со (своей) водой.
03.033.02	1	Отправленные Индрой, прося (разрешения) на галоп,
03.033.02	2	Вы движетесь к океану, словно две колесницы.
03.033.02	3	Когда вы слились, набухая волнами,
03.033.02	4	Одна из вас входит в другую, о прекрасные!
03.033.03	1	Я пришел к самой материнской реке,
03.033.03	2	G QU	К Випаш, широкой, благодатной мы пришли,
03.033.03	3	G QU	К облизывающим друг друга, словно две матери – теленка,
03.033.03	4	G QU	К следующим вместе по общему руслу.
03.033.04	1	Так мы (выглядим), набухши от воды,
03.033.04	2	G QU	Двигаясь по руслу, созданному богами.
03.033.04	3	G QU	Не удержать (нашего) течения, устремленного в (едином) порыве!
03.033.04	4	G QU	Что за вдохновенный громко взывает к рекам?
03.033.05	1	Остановитесь на мгновение в (вашем) беге
03.033.05	2	G QU	Перед моей речью, проникнутой сомой, о следующие закону!
03.033.05	3	G QU	Высокая мысль о(бращена) к реке.
03.033.05	4	G QU	Жаждая помощи, воззвал я, сын Кушики.
03.033.06	1	Индра с ваджрой в руке пробуравил (нам) русло.
03.033.06	2	G QU	Он разбил Вритру, запруду рек.
03.033.06	3	G QU	Прекраснорукий бог Савитар повел (нас).
03.033.06	4	G QU	По его побуждению мы движемся широко.
03.033.07	1	Вечно достоин провозглашения тот подвиг,
03.033.07	2	G QU	Деяние Индры, что он разрубил змея.
03.033.07	3	G QU	Ваджрой он разбил ограды.
03.033.07	4	G QU	Двинулись воды, ища выхода.
03.033.08	1	Не забывай этой речи, о певец,
03.033.08	2	G QU	Чтобы услышали от тебя будущие поколения!
03.033.08	3	G QU	Будь к нам любезен в гимнах, о восхвалитель!
03.033.08	4	G QU	Не унизь нас среди людей! Поклон тебе!
03.033.09	1	О сестры, прислушайтесь внимательно к восхвалителю!
03.033.09	2	G QU	Он приехал к вам издалека с обозом (и) колесницей.
03.033.09	3	G QU	Склонитесь хорошенько, станьте доступными для переправы.
03.033.09	4	G QU	О реки, (не доходите) до оси с (вашими) потоками.
03.033.10	1	G QU	Мы послушаемся, о восхвалитель, твоих слов.
03.033.10	2	Ты приехал издалека с обозом (и) колесницей.
03.033.10	3	Я хочу склониться к тебе, как женщина, набухшая от молока (– к младенцу),
03.033.10	4	Я хочу уступить тебе, как девушка – молодому мужчине".
03.033.11	1	Когда же, вправду, через тебя переправятся Бхараты,
03.033.11	2	G QU	Отряд, ищущий коров, посланный (и) вдохновленный Индрой,
03.033.11	3	G QU	Пусть (снова) ринется (твое) течение, устремленное в (едином) порыве!
03.033.11	4	G QU	Я хочу милости от вас, достойных жертв.
03.033.12	1	Бхараты, ищущие коров, переправились.
03.033.12	2	Вдохновенный вкусил милость рек.
03.033.12	3	Набухайте, освежая, принося прекрасные дары!
03.033.12	4	Наполняйте себе утробу! Быстро двигайтесь!
03.033.13	1	Да вскинет кверху волна ваши шпеньки (у ярма)!
03.033.13	2	О воды, отпустите постромки!
03.033.13	3	Да не провалятся двое быков,
03.033.13	4	Не сотворивших зла, безгрешных!
03.034.01	1	Индра-проламыватель крепостей победил дасу песнопениями,
03.034.01	2	(Он,) находящий блага, рассеивающий врагов.
03.034.01	3	Вдохновленный молитвой, возросший телом
03.034.01	4	(Бог,) дающий много, заполнил оба мира.
03.034.02	1	Как поощрение тебе, воинственному, мощному,
03.034.02	2	Я посылаю речь, радея о бессмертии.
03.034.02	3	О Индра, ты тот, кто идет впереди
03.034.02	4	Людских поселений, а также божественных племен.
03.034.03	1	Индра зажал Вритру, пуская в ход силу.
03.034.03	2	Он перехитрил (хитрости) хитрецов, пуская в ход способности превращения.
03.034.03	3	Он убил Вьянсу, желая сжечь (все) в лесах.
03.034.03	4	Он сделал явными звуки (?) ночей.
03.034.04	1	Индра, захватчик солнца, порождающий дни,
03.034.04	2	С помощью Ушиджей выиграл сражения, (он,) превосходящий (всех).
03.034.04	3	Он сделал (так, что) знамя дней заблистало для человека.
03.034.04	4	Он нашел свет для высокой битвы.
03.034.05	1	Индра предался насилиям (и) разрушениям,
03.034.05	2	Подобно мужу, совершающему многие мужественные деяния.
03.034.05	3	Он внушил певцу эти поэтические мысли,
03.034.05	4	Он улучшил этот их чистый облик.
03.034.06	1	Восхищаются великими деяниями этого великого
03.034.06	2	Индры, прекрасно совершенными, многими.
03.034.06	3	В (своих) объятьях он раздавил обманщиков,
03.034.06	4	Чудесными превращениями – дасью, превосходя (их) силой.
03.034.07	1	Борьбою, мощью создал Индра широкий простор
03.034.07	2	Богам, (он,) истинный господин, насыщающий народы.
03.034.07	3	В сидении жертвователя эти его (подвиги)
03.034.07	4	Воспевают в гимнах вдохновенные поэты.
03.034.08	1	Всегда побеждающего, избранного, дающего силу,
03.034.08	2	Захватившего солнце и эти божественные воды,
03.034.08	3	(Того,) кто захватил землю и это небо, –
03.034.08	4	Индру радостно приветствуют (те,) кому поэтическая мысль –  наслаждение.
03.034.09	1	Он захватил скакунов, и солнце он захватил,
03.034.09	2	Индра захватил корову, обильную питанием,
03.034.09	3	И власть над золотом он захватил.
03.034.09	4	Убив дасью, он поддержал арийскую расу.
03.034.10	1	Индра захватил растения, дни;
03.034.10	2	Большие лесные деревья он захватил, воздушное пространство.
03.034.10	3	Он расколол Валу, оттолкнул спорщиков,
03.034.10	4	И стал он тогда укротителем заносчивых.
03.034.11	1	Мы хотим призывать на счастье щедрого Индру,
03.034.11	2	Самого мужественного, для захвата добычи в этой битве,
03.034.11	3	(Бога,) слышащего (нас), грозного – для поддержки в сражениях,
03.034.11	4	Убивающего врагов, завоевывающего награды!
03.035.01	1	Садись, о Индра, на пару буланых коней, запрягаемых в колесницу!
03.035.01	2	Приезжай к нам, как Ваю, (погоняя свои) упряжки!
03.035.01	3	Помчавшись к нам, ты будешь пить сому.
03.035.01	4	О Индра, Свага! – мы дали тебе (питья) для опьянения.
03.035.02	1	Для многопризываемого обоих быстрых
03.035.02	2	Буланых скакунов я впрягаю в оглобли колесницы,
03.035.02	3	Чтоб быстро они примчали Индру,
03.035.02	4	На эту жертву, полностью приготовленную.
03.035.03	1	Приведи двух жеребцов, охраняющих от (вражеского) огня (?),
03.035.03	2	А также помоги ты им, о бык самовластный!
03.035.03	3	Пусть кормятся оба коня! Распряги здесь (их) обоих, красных!
03.035.03	4	День за днем ешь такие же зерна!
03.035.04	1	Священным словом я запрягаю для тебя запрягаемую (одним лиш священным словом)
03.035.04	2	Пару буланых коней, любителей совместных опьянений, быстрых;
03.035.04	3	Взойдя на прочную легкоходную колесницу, о Индра,
03.035.04	4	Предвосхищая как знаток, приезжай на сому!
03.035.05	1	Да не остановят другие жертвователи
03.035.05	2	Пару твоих буланых жеребцов с прямыми спинами!
03.035.05	3	Проезжай мимо всех них! Мы хотим
